246248,47
225902,32
133789,38
178553,43
27676,43
7770,53
132350,38
40230,48
232938,36
5301,50
152633,52
147667,41
131558,50
50704,48
114667,33
167976,40
151470,35
238590,42
161394,43
77441,53
163534,37
139852,39
69105,41
194247,50
76675,44
131959,43
240027,53
164848,30
155476,28
98947,43
156713,41
233268,53
21760,41
53311,34
55051,43
96590,43
79288,41
86436,44
152233,52
230275,34
88371,41
17599,46
200373,34
182971,39
142596,34
208594,43
161918,50
208758,51
166801,37
117685,37
130008,30
118890,37
12793,48
132524,36
208002,36
161916,41
124815,39
219676,52
112419,47
150915,40
100864,29
199145,41
35563,35
228268,37
217237,47
218315,37
223521,32
133287,35
212998,47
72121,32
125273,44
201059,36
15794,49
95573,36
181477,42
198674,45
210348,33
146297,43
135147,37
172323,35
145365,45
246749,33
166978,35
224095,45
69616,31
50449,40
248215,46
43771,40
203966,40
133565,38
74451,47
11434,32
169152,44
26243,46
116810,40
224588,50
116506,62
102429,39
46657,39
110747,48
150484,43
160628,36
235957,34
12692,44
239201,37
124041,44
198303,36
69074,42
42209,37
230252,53
84899,39
64577,49
213575,43
247134,42
143717,40
243949,43
110343,47
14528,44
131218,33
83297,25
144553,34
192040,42
57174,50
70312,52
142014,37
80916,46
181545,39
101570,45
147335,39
232601,45
202786,41
36702,43
173666,37
151384,41
179928,39
9518,45
97338,40
124206,48
40143,49
79135,55
39580,33
92921,40
43816,33
117505,35
245861,38
81447,38
80409,44
168837,33
170261,45
28536,38
165678,34
135316,34
69291,35
148094,56
194582,36
229057,40
152034,34
121104,28
156214,37
62730,26
23462,41
65245,39
127851,39
77039,42
172233,48
184874,39
70526,45
174756,39
59965,34
59065,34
127159,37
2110,49
96846,47
174916,45
124660,43
173060,36
177695,54
197012,36
234914,37
168100,29
207823,47
120328,28
143798,49
96965,39
161866,38
242718,36
89701,49
146095,37
141218,32
163683,32
181153,43
167539,45
55368,48
45578,45
172302,36
132471,38
102496,34
164539,47
149580,22
87387,40
137527,42
182600,39
73149,37
103554,39
193869,34
125217,36
11230,44
225795,44
69171,37
236675,43
17931,43
232154,40
211600,43
236601,41
222916,39
84507,44
187797,35
213602,41
212185,44
238578,35
176993,36
170252,48
227000,29
205546,39
59800,27
70129,40
241857,37
108306,36
147782,38
10936,44
9048,43
139254,41
171344,41
248033,35
121148,38
139165,53
194003,40
139239,48
151731,39
22771,45
171358,34
2973,45
190808,39
220065,34
224359,38
134427,43
38213,36
60043,43
152170,38
164820,51
226581,39
192203,42
37113,32
124975,38
102036,47
87642,49
74046,43
242883,38
198858,32
80301,37
162406,37
139993,44
98906,40
154690,37
44081,35
174093,37
17415,34
218373,31
82386,46
33339,32
167154,33
19796,37
118096,43
155192,31
87183,42
147043,41
143469,36
36414,41
89001,52
105446,52
99412,34
198897,36
186493,48
174985,32
62737,42
47098,45
584,40
102531,28
72967,50
95920,45
37439,37
195232,34
204555,48
4367,44
129017,41
134498,38
7565,44
51716,37
94487,41
63466,48
107239,45
98355,36
77342,38
187596,52
73934,37
27695,41
32612,47
85275,37
172076,41
246211,35
90996,42
21244,38
244581,33
103367,41
91126,42
102755,29
204075,35
43381,47
71383,47
47568,34
170419,41
205711,47
187036,43
15645,43
120543,31
16103,44
242576,51
193289,49
73437,39
6025,42
50268,40
113902,42
180140,46
14848,45
164330,50
246841,49
212067,48
140300,46
166127,39
172110,45
47333,35
225633,46
150265,50
183080,40
92116,39
138040,34
227643,47
31879,39
204863,47
32148,49
25585,35
31130,39
76438,48
164400,44
184069,46
32696,39
249189,47
244359,46
214444,48
136067,36
46510,47
89979,52
49554,36
43448,41
151777,41
238188,30
38091,48
28046,34
206831,48
114335,30
152376,33
238588,46
162558,35
176569,41
124089,45
76692,48
54805,44
223634,39
150450,35
18662,36
243696,42
192348,43
135118,30
28512,37
222778,40
47199,42
79027,50
116515,46
143172,29
231024,44
66886,32
33543,39
126566,39
227266,44
204120,33
52005,49
107848,44
114684,42
179057,34
153363,48
236811,35
224682,37
152368,35
6131,42
32358,42
143627,32
121521,37
136274,40
247995,47
178334,38
220775,30
24402,41
48356,53
46531,48
38301,40
203126,37
114774,42
238259,32
117547,49
26145,36
1933,38
243573,35
185456,40
3291,39
37815,34
101177,45
190607,25
15789,26
75453,34
96754,36
44313,29
225406,43
151073,38
228545,38
152418,44
97265,44
38716,44
137943,37
235084,41
123490,39
229632,40
65839,34
211683,31
27257,42
243141,44
31492,47
50105,35
117921,32
127127,35
69660,36
14597,39
15346,50
50907,43
219231,34
229609,28
226453,40
182298,41
14611,37
10488,39
54537,43
59232,37
1857,43
190895,46
246568,33
12437,45
22420,43
223692,39
991,48
115443,41
18414,46
30068,50
218546,43
124382,40
235877,46
154497,34
100758,50
107912,53
33599,51
151188,52
198351,40
198410,50
97144,33
249187,47
21597,36
45518,49
232127,37
68882,39
65976,32
88723,30
231212,38
38062,41
220031,36
21136,33
85348,46
248628,47
146293,39
68698,34
160408,49
174475,34
174363,33
176489,43
168959,34
177457,33
16250,36
228108,37
196436,33
238147,40
172881,54
23171,39
51730,30
99888,43
91026,51
216245,43
125281,30
99531,41
80670,33
232803,40
201938,46
241603,43
30391,39
33439,42
182172,35
143080,35
142194,33
118495,46
151366,27
71825,30
240893,33
105452,40
9673,43
236481,41
55192,35
233914,48
32079,42
18697,42
205957,42
140258,41
108505,43
210190,36
55775,44
42015,51
44209,28
235094,39
138205,49
62520,37
37442,37
53745,47
88779,51
149892,37
73841,46
121145,34
170847,35
172018,40
63704,46
99342,40
149326,38
14194,38
103135,38
16074,30
33461,40
179993,46
132969,39
94123,49
47703,36
160470,43
168731,38
216196,33
6908,40
87899,33
33105,38
247361,36
241281,49
21188,41
240627,47
4234,36
38056,54
167193,48
65022,40
214949,35
34073,41
150636,43
57383,58
96556,41
123985,34
120001,37
158372,42
96263,43
217175,31
93048,36
173907,46
203431,41
208539,50
130830,40
96204,41
55066,52
110860,51
166693,43
114036,42
8096,44
228357,30
109031,40
195016,45
22211,39
48796,29
191862,31
179569,42
121082,37
121660,32
82887,47
64486,46
158367,41
205081,40
182299,41
87672,53
60501,41
58510,38
115542,46
214514,48
116110,32
188451,40
195857,36
100562,34
173873,30
123990,47
38476,46
145042,34
56478,31
194945,40
221271,43
90704,33
221461,45
100661,34
230812,29
110466,36
228046,34
43387,46
62012,46
41900,29
118886,36
69561,38
84823,33
180608,37
65302,34
3088,37
40996,31
240921,39
23358,41
70423,36
95741,49
151424,48
142609,42
122673,42
128478,41
124695,46
230761,31
174012,38
164498,42
131563,39
87591,41
46740,45
92736,44
26731,46
108062,43
22625,45
129070,39
249659,38
167223,35
78106,38
12912,47
67516,33
50931,34
79219,39
215014,38
237130,36
101066,48
240929,54
223846,34
110983,48
139949,51
122063,34
151353,44
142518,42
223052,37
249466,48
100643,31
5083,40
125359,41
83161,44
169393,45
57014,42
50758,62
197366,39
233848,38
153668,39
232845,39
197211,45
197138,49
113321,43
175493,36
239597,35
246047,40
107423,38
45290,38
220600,36
100183,35
172194,43
55364,41
66143,35
182871,46
23382,35
56212,38
215113,34
196030,36
121774,36
162932,46
74237,31
67600,45
81873,34
189491,33
43783,34
125305,49
97500,49
75770,39
248395,33
81787,38
28013,41
124641,44
189179,53
245230,45
235339,37
168968,35
57800,51
216001,38
204192,34
107776,37
63449,44
134,36
95502,38
85438,39
48596,34
95031,34
84940,29
2546,44
38440,45
14984,37
21014,42
211588,41
97769,42
196782,48
118792,42
149961,36
240170,33
150562,48
115457,38
97730,39
152995,54
55282,39
93939,27
23444,48
32178,37
46716,40
214296,34
249591,27
191764,34
185025,36
145768,33
181060,35
238350,31
138614,40
162038,36
137657,39
26885,38
247520,31
54056,32
177421,32
111327,29
32925,39
61147,33
82767,46
201597,52
55312,37
164581,37
123843,27
198004,44
158359,41
80062,42
29101,40
12406,45
36381,39
99678,32
83143,39
99989,36
28779,32
8317,33
126677,49
159663,32
183312,34
198842,36
207303,23
108071,42
5107,36
180318,45
175267,41
214836,36
236541,37
21839,42
79569,47
132972,37
224617,34
93324,39
122793,35
58379,37
83323,37
128914,46
9082,44
4214,36
172044,37
218371,40
27492,45
213166,38
130474,46
191822,45
236142,32
181149,37
90575,43
143678,40
28810,34
228007,31
41479,42
187595,49
146398,37
218905,38
58777,50
23822,37
249223,45
154206,34
138029,42
117352,44
204570,44
32731,54
17844,48
14447,38
30646,37
167319,35
5566,52
125981,35
131386,33
195855,40
249695,31
230575,38
56835,38
15480,45
6428,45
194778,42
148186,37
183213,53
160385,32
52541,53
162853,30
162066,40
78385,25
163954,34
104876,41
4797,43
49848,44
44164,42
199949,32
88110,26
170991,39
75977,41
87237,34
196486,42
170274,34
181299,37
241413,47
25070,36
216279,37
221482,45
157282,36
89827,38
217212,36
73660,43
47151,41
216212,35
40869,38
42902,40
113925,43
32090,33
124214,38
118282,33
66938,34
130512,33
115152,41
116702,43
124839,48
135931,39
194955,35
111262,50
47603,49
198803,36
73317,40
181324,51
190280,32
119364,41
114904,42
230782,49
212770,34
129711,41
116062,41
201732,36
241872,38
146005,34
242112,28
184720,39
80969,40
223217,37
16077,36
25574,46
210519,27
248371,31
69070,29
165067,32
205665,33
181190,35
5901,44
121293,44
222953,33
207782,52
181391,36
221369,38
79252,48
84958,45
53009,42
143837,38
248213,43
159855,32
108382,31
12933,29
77462,37
2417,29
209698,48
243513,25
13798,50
18892,39
120312,35
27458,37
113448,36
34502,32
207935,41
122870,49
35941,40
124238,45
115652,50
186157,32
13161,40
236302,32
164978,36
178815,35
243570,38
42456,38
182139,45
74979,22
110926,29
6205,37
212589,46
15598,52
69435,38
194371,41
53666,36
180733,42
155846,43
75780,36
99778,35
80344,30
147230,49
64988,32
118977,40
80098,34
111765,49
191242,33
150449,33
62464,33
68241,35
132208,41
10383,27
209392,50
209388,40
83204,39
246054,36
176111,31
163793,42
125274,21
181738,38
55063,41
