304295,4099,302.92,4,dvekhqujxroypbkwdmjjsqhtibkfmh
304296,4723,159.2,2,efpmuxeorxspqoqovtyptgehpvboyybvuxu
304297,1502,569.13,9,rlywtwivdfmugubidvxozidjtee
304299,2040,259.64,2,vqswmmcpgpbbvqdwvthfuifupzco
304301,1351,554.68,2,wrdrghrzxyroxgdvoccdtbeugtt
304303,3227,516.18,8,nlqpmitgvjsjyafygefkgopcydt
304307,4780,556.12,1,oyxbyayshnpwwnyloyflllkslwwtdymga
304309,1699,597.4,7,fsmawbgwjclciopkvmwgexmftq
304312,882,569.1,1,jatewohkdkgfnsvckfgzyrvyafnkeedlr
304314,3182,528.9,9,kakzkolumeqhzfeyjqwnxenbejut
304315,4115,431.03,10,hkhwyzjeggitfxukxzmylkzgvlsyihfyiklykp
304317,4715,187.59,4,liyzhlotokpiogwunezcsdpdrq
304318,1931,223.2,8,qyqlzqyqowxiofvtxxvlsgrsvenvabpfjtwnoreidzu
304319,4761,578.26,1,exipftrwyxeunelnuukzuvcca
304320,3133,211.48,3,eqohgunraodqfkmcqyqczogolhhnehfaihpulejdqdnkkcfm
304321,820,294.46,4,glvlovhcgdfliglkosiwciibroplwbciwnmpa
304323,1974,173.63,8,jzcngrripqqmfokhhlzzxvdomeb
304325,534,477.19,5,syuvkmznunuxonafhdqwljgywagrxkfi
304328,4481,538.17,6,eintjrmyseldydkawqdnwdrkkbwckpfs
304331,3568,326.0,7,grljacsfjnntvunxbkvsjzoebnheyghmtkjigzok
304332,1382,347.01,9,pqqdotpguoojptfziwujjypbtsryjytkrtacxiqbiywm
304333,157,137.27,7,ldcefdslnbnvgpcsgetf
304334,2034,172.87,1,hraduhofjdhhzlhxyzfcbkeawyqs
304337,733,575.18,7,ubffrinrcguczraxorsoixtne
304338,2217,33.18,7,sqejiuiquexxtbfelpemoqoxxcrauvkjjwpkxbahjpafjq
304340,2050,188.43,9,hvumvgufiwhruqgprfhkxttrlmycc
304342,4075,151.39,2,pgrkegemdpkrcaajenvgcmminglj
304343,2022,382.09,2,licltgffmuvrxwgijpwdxijgy
304344,1451,295.64,3,bpswufbzskmwnqgsjoqgkfbdntvc
304345,1498,541.27,9,droiorpbheojifzyphefdgzbqjwnqnmicgjjyi
304347,1625,215.79,7,xwjwexbdfebgdvgwrwwljfioszcxa
304348,4111,453.07,1,awlmkladebvegzzypvitvxjojmbvhuhydstqyfqa
304349,4430,241.97,10,hkzrtmvttvkpyyqfculfbazsemeybosgfv
304350,1475,554.08,9,pyxoitlqdgvbyptljxizwpkttefh
304351,3949,252.6,10,tytgkffxvdxtfygqljjkjwyvwpnvcaymxjlpobiysqoi
304352,2483,135.07,2,keidlfjoypcrsvazhgjpacrlgvgxtgxoqxeiu
304353,4792,400.59,7,fqdocbwsnnxqxjjsdljrvqbfjpsnt
304354,3416,87.03,9,gqrehixkbtmimidrdmctph
304356,3506,199.44,6,owuqlijjmibbnuyecqxqndgmob
304358,2857,102.34,1,hgckwgaiqncfenjabcummwxptesbzmppipwhq
304359,568,445.36,4,mqzblifagwszykpakhbamgduqygrtfge
304360,2186,529.92,10,swncneeazjfbkkgecnexxtqsino
304361,1361,149.73,2,bmosimbecnqfllirksupnlnienlnmcldtjpcgonzhswpdgv
304362,3030,585.43,6,mcwekoxbjlchwcbxbcffumelx
304363,4026,317.43,1,sydvyrblnexpglynbicmhqtpkujua
304364,574,516.38,4,nkwdrxamrgbtxjjacvwtonjueurbnyfszpntiqjyloft
304366,2312,64.28,3,aadesnveoidituevqrazv
304367,3270,80.47,1,vgjwxyngzizgllrfypftjesjkb
304368,1100,132.41,7,tczpbbxoztjqsjbjcmaoqet
304371,1993,331.31,6,nkswnnkijzzyzcodgeqalsfessroiwrrdun
304375,3852,432.06,1,bntnboxgtwckfclfuuhar
304376,3728,166.33,6,vbduzkoaiaxzrooobxyoytjxmslwuiedamyfksufjbnppc
304377,3240,248.93,10,hnfopdimlimqjohlelyswguklwkinhzlcjgixvllg
304378,272,330.11,6,clmbyslkfmpvzjuwmdkdvenwpnriuxssbgdroyyht
304380,1516,357.52,9,ywsosuwtovsebuwbtvcvgzhjgksdkhbuyrnofhbyell
304382,1346,162.01,7,nzqmkhpxbbgufcxkxwuyklrstxrnqbo
304383,2177,388.55,5,ttcnacupisnkygsvnfqlebscjuqzjskkrtxfkxqal
304384,1680,574.09,9,owocyghacmvxohemwcml
304386,1588,422.99,2,nryikhsnescsvetbedcqgpwysgs
304387,2933,318.26,1,pgerwmwxqroazbsuintfnpwuobajedu
304392,2519,486.78,8,aaxxrxntfmbzvnbqzfqglvbsisupj
304395,845,97.17,5,wclbibagzoosvfbyttbnnvddtipvdqujwhm
304396,3980,113.18,1,iptkebafdiqfuomidrbjyyurbsgdoqksjeuiynrpojv
304397,602,94.27,4,walboydkiyaumddciledvycnlmujopjc
304398,3623,529.58,4,wewvlgvjlnqhfajvlvhw
304399,1515,21.85,5,uqkrfxpbjqpfjzbsmubxhdomojpsgqdhqhvukccaqlzagr
304401,1976,392.29,10,zakniwslvhnaktmbenstpagskcyicvdejwtnst
304403,4072,79.68,8,lfptjvqirkhidedubotytaghhjvamkefsokropmjffpnh
304405,1674,335.46,8,yahktunuudtnsmsicflthqhflvykdbiqkck
304407,938,514.66,7,uelyaneoibdrkufzzurxgzuwddhivjgmsmkf
304410,1546,427.0,6,bdvpxhjwqvfzrkwaneanprejqajf
304411,3423,46.24,9,wapgormekglgpnwiczlypnewsxi
304413,580,537.84,6,cshhnommtljgsaagpmakdqmplvf
304414,1836,144.46,5,wfnqnpddgqxydkwywodjmgmafcopdi
304415,2276,279.78,6,eumbuhvnrdxwvgcgcicpeew
304417,3505,65.79,4,jnsdoedtdtrgwezeebhbixvsburptoxavqrrhjzlgt
304418,3666,215.92,6,jqertusjvmbfyagkysereaaiczpk
304419,1271,53.43,5,cbgcjnjnjvgvpdstduwbsxhfuhgcmmnevyyabltzt
304420,2095,245.95,6,lkmyrhtnuvbhheqilxjhtko
304422,3313,518.16,2,otarxeloxqrivaaazmahbqqbclcz
304425,4887,327.96,4,irxvjuhkrlztycuzuesbvcdclaekphoq
304426,368,517.12,9,synbzlsiqyepghbswvnenzvvwetjpmolv
304428,69,249.28,6,qskifmmfbxmyfeimwvbki
304429,2377,576.16,9,uwtlzslsrkdaqplxdwqdexepjlgxbdlgumtgxxbyhql
304430,259,85.08,5,vizftujjajgrefhpgrqneuyiagproyphwyoyczbhbnqwldcs
304431,3848,201.8,6,eorfbetkihkozkrdrcxgllgyrukupkyhyzswvhnksbfdqi
304432,122,486.35,3,ftczlzrfnvvfaypcxnuljrzrfcxjygxbsxs
304434,3887,239.98,2,nlrvnbvevmcdrshybychapga
304437,2393,441.84,9,kfnbsqhkptlnckymjwwiwbuuplrvxtmnbsrrsctjscmbgqz
304438,2072,14.2,5,fzfatvwalrxokphlcusc
304439,2016,227.55,5,uuwsjyrfdflikpwepkadqrzxnishwyhfbshrdpzlcxf
304445,4459,30.56,9,mctrhnmslxnlagilleohtmsd
304446,1104,186.11,8,wlwggwycltoxqgdkbwkydzzqhlnyqm
304447,481,264.68,9,qhoxpxzfzlffgaagmteypuicfhovxb
304449,971,21.75,2,lxsqoxshkelwqihagwlkdjenyxissmskgdbzmjbcnbot
304450,3833,248.84,2,pukfwifprthobbesocxjjwhfgmqyqjvvdktjrajas
304452,3393,227.45,3,ubxafdxzcizfnlbxyejuesdghfkdxdrbxm
304457,701,313.78,10,assizkgksvzrygygkxdoijrralwocfptywzrevd
304459,4932,396.52,3,tlmvoleizzluuosoueeonmuxtepsfqhwiyhr
304461,293,505.16,10,tlaafzxmysjjimgerpgqjswkiharid
304462,2825,174.44,4,hautkqjazcnfgwfjnpzxesbvvvrn
304464,4850,409.15,9,zpmyfkandzgjisinrrqtc
304466,4587,209.21,5,vanmlerfgbovtogylickrdgyvjzsfzecuilrftwxpmwhcmxqxu
304471,345,502.12,9,ufqieoepwaiogbqmwpzdfoocujqtvqvcmkadw
304473,1898,26.36,1,pvjgibjhgplfolnnsvmgimcirybg
304475,3240,519.4,10,fjwzrygpmqbwwevrhzodojvvbusnngvxtjwxbgamqxsk
304476,1880,378.01,3,hvhgcpvuqffjycxfwebrkwkuli
304477,4386,138.55,3,vwvnjlaxicsyinrioqkzbznslvpqo
304479,1643,113.81,7,dbgpvfbvynugvbxbmjkl
304480,2909,261.84,1,rwmlnxkzubswlhwfbyllcitws
304481,1181,116.69,3,rbkjrddjhqscupdbkrapubzjmuvdr
304482,525,86.84,5,cixibrgszwjarxawxehsudgklxhmczjfkqyvcen
304483,4526,590.33,8,pnwtnftacuqyhvodiasgdyiipmjpprrprwz
304484,4597,524.98,1,dsfkwhmydiqwdnkobhjnlwnspqunhnjgtgfez
304485,673,271.51,1,gmnryibqwxbprmehzvjpqzlsmsddriuqkaiajfxnowj
304493,3196,378.68,2,saqesvxipzicbjgwyrzsotttkrnciyskw
304494,3733,494.82,8,utdwajofayzaqdvuyaekmbkghkagnn
304495,1960,572.3,1,ixdbyipwfelszrqdawthqvpckmszjn
304497,3069,259.05,10,wfyzehqssdusvfffgcjki
304498,4977,274.36,7,poqlmkbbijajtzhuroslufdmwtwpilakhrcgwdgqotbq
304499,4861,126.99,2,rbkqfgjomqnxgvrgyxuqdiqyi
304500,4701,357.98,9,ctjbogfufwyaafaysqaedojofnfmiv
304501,295,383.03,7,qrzyhhaxhirennnyifucuhkgdifazofsgck
304502,2357,404.66,2,vbjyufmweshdgywcrgziblbvkhdydvpinkzvnxhgzqesfigytg
304506,4909,148.0,10,irvbcbcpgdydmxeukdxqdiuwar
304509,1711,81.61,5,zpxxpilghhdpedkstzzayroxfqiwjcbd
304510,4386,350.96,6,ldibhinobbzqhvzrwiyff
304512,4761,493.42,3,agbhlzikywaqoyiuxmjnakn
304513,3532,257.4,7,nmxpqqzoavxvxzymufzoxtsefuwvrqjsxolbzqgqkvrbvff
304515,4304,184.26,6,acljrrzjhpqjegadgzaukgdxpccwwuuulzwrq
304516,772,243.6,3,pujcnhynuybjkmwzqfln
304517,3198,143.87,9,kzwqcmkvbdbebvqptqlgzvbpdaishajxlgux
304518,1641,33.68,3,exdqxelbvdefkinohtssqtfbgnslmcokuud
304519,1000,488.41,8,upvdsnnvfpmkbedfrmgknzywoinerxamnhckp
304520,2730,81.97,6,xeoiuwqwjfscdfrvtssllkdvipxmtqpupva
304521,3966,220.94,1,ddqumhwcmqlvdcaqfsbdiqvwvebsxfdubqey
304523,202,170.08,2,nyrbhshsalbzrhcfwguwizqp
304525,2104,311.8,10,awkfecbplcxcktkznyrbahvfgnsuptcuvpnormb
304526,1869,321.75,10,segtcibopahxfvaztwactgjmiqlwh
304527,1680,154.58,2,tmhvbyegevmplivijxmiwduyutgdkrwpgpab
304530,1508,127.88,10,oftrjljiezwpimoszmircxckrjxpzyrmcsdfwrsvaryppbak
304531,3067,169.64,8,yqhtgtvxpvftdhnlzdqgfzvdxmfftbniwsyyeet
304536,338,109.58,10,ogrddpjwfjomsdsevnluuosmhnznbfdg
304539,3437,456.48,1,nhgswebtfhfuewzarxslfdpenqiks
304544,2088,531.22,7,daaosaudsikyruefwmlndgklokujz
304549,1302,324.85,9,tdlzsozbwmxmbxzusxpypzx
304554,2568,480.33,6,zhxonkrvanckibwordburfxbdzxdxzzur
304558,1854,558.69,2,dmyoxpojgmcvdbxwjobiegjpsooerngropz
304560,4622,94.12,2,qvdwmcenbyvypemlqwwdspuexzaacdnixluwo
304561,618,194.77,1,pgahlfrgroolbfmpwqwmoamspwfvngxjwouybe
304562,4184,91.58,9,ayighfnmtzgjjsdlkkenbyzwahuas
304564,4190,392.01,8,lqlpbuqiffxchhjedosbuthyezemvrvlykomkqu
304565,582,514.31,4,zrsofyryzjuljyhtmuwfnkhzfwvye
304566,964,496.58,5,fmccsabsrjczjsleywhitdhankdflnenlgqgg
304572,2425,430.11,1,xlyrnsvhxxzdahnaiactdntjnqwfmugkymqvitbwpqmqgsqn
304573,1867,157.78,6,zrlxgoukzfcsboxdrwexjbmlxnizf
304574,1227,257.16,3,yqcfoowxekbtpcecqqmywekhzwydzuyiaey
304575,2259,95.56,10,genfndoxysyoesuehmucbmldhzmoplgpcqv
304577,3150,590.21,8,crqwkwjaosteljigkwktn
304580,47,449.17,6,cskjoxsabjwcbtffkjrqejv
304583,2375,20.18,3,wotuouexpozjmqluoqbzvdgtraiovevwjep
304585,4054,315.17,9,liaxqvfoqgsdgjvtblafuqencgospbd
304586,4459,90.64,5,bkhlslwidhkhgbiaaqjkkqxd
304587,2672,474.29,2,abcqwiaglaakxwkbicfjzttzaotj
304589,2027,358.0,4,zvymzuranxmsueafnfkzfcbbkkh
304591,3984,464.81,1,kxwfekqlcohupohspfjsxgyefymiotpqndhcl
304592,521,574.88,2,tsutzrenctekdmtuqlmgvukfaqfik
304593,4597,338.4,2,nbpjcbnlxhczrdzswuwfzhbmkqtyrh
304594,145,92.23,2,uiytawakvvshpudxmjahrjmgzhkeaqjimqwkpnrt
304599,4975,60.67,7,dznnbzcwjhbgeseqkouefyoyuxws
304601,4196,499.65,1,yaiutfqagsbbwixhfktewulrdrcemen
304602,1612,56.78,1,fsvmovhufdokwveabeklk
304603,4551,552.2,2,ivblvgolloqdlogxxebrxelpsdthofxqbj
304604,173,295.16,5,dnsaetgzesrzfsiulgodrj
304606,3560,211.8,2,rkzjdujyjojwjunfbpjbxyzcwstgsriaetbx
304607,4288,341.32,9,hsydkuqzpdbipewkxkpjkntqmrvyocwfv
304608,337,582.24,1,apqckcmibqtbtuevipxfccswmwqlew
304610,4403,222.16,4,jwbjvtmracxilcrnwnzqkaym
304612,1717,335.28,7,cdrurjeozekkxolqsmitkyrxecclcbrwmctwxylrxdnjf
304613,3644,344.78,9,pkbdxzirwvpugpxdhpcqhlmfbcgmdhkbcef
304615,4910,161.22,1,lzggntyoxoqjobdsieezgjxu
304617,4740,341.48,4,tbnfhgjwzcjtjmdjodtofanjcjrwirypw
304618,2510,579.78,3,kvzgwopooljrgzolgopuumfy
304620,1869,521.25,4,ntqcvnbikeewtfpfbiatizxzlyxp
304622,3173,149.44,5,rmpzcrvrngoyrrhqidtfaxosufmcwvobqrwduf
304623,2575,272.43,6,sohbmibygthewphpabwjhgcygcrlrejpiopbamlyifh
304624,270,492.64,3,cqjyadjfrqhsinfwcwxmdfiutitozjr
304625,2588,263.71,6,vjqcxcjahwadcwabklrwepdjrevamjsuutsn
304626,4618,337.56,5,dsbrldhayyfzgmukrdxsw
304627,1896,75.25,4,robvyiuhrzvcdjqfabxsrgdmyrczguhdcuypazyo
304629,1878,482.53,8,htljjhpggtecpjmisjya
304630,2107,364.99,1,uwqjiafjwplllsvkiyolxgtdvhohpaxufdocgwlczdf
304631,477,43.37,7,egdmpdnpudgnoafyxtzwjmpgyrdjwjfokbmrmt
304634,1428,249.62,4,edvzyvjqgzawkpvssrivluyv
304635,3750,100.43,8,oznrfslwablldmxiopgqmj
304638,3985,549.34,2,gzowklexsznjvjrsksqn
304641,3466,274.85,2,zbnxhamvroesgwqilfwvexppkoduwllrootbbt
304642,3755,534.35,9,nyuzmdnszirmmknrmnxjbjyatatalrsbjmw
304643,4678,304.71,3,uwazsggfuchtpfxslysfchytwqkncfwy
304645,2677,325.59,3,lzkonovihpjvnqpfgtslcxyeemnttwwxeiuzlyqzwzrsw
304647,2199,224.23,2,mkuykspugxanshwwenmg
304648,2999,423.0,1,ikfgfrbwflrnullejcqyktrhjfllgmyeoddnzoukfhzbw
304650,4301,524.3,3,bmkcjedotrcyegqjinhykbm
304652,437,558.02,10,dvbjfvspezhqififdexletuemgvibgtbazpno
304654,1423,352.01,10,zegiqvqeqmzycnbxtrclgb
304655,2611,301.15,10,yyxswughhzkfvuckrobkxt
304656,461,524.4,1,pqhkxrkdohosdegkidfaoqecfbrje
304659,4184,473.01,4,kyamhurfrfkzjrwhzzoeiut
304661,655,531.38,3,pwskmveqfnnbywxxyryekfmsopcgbkvfgpqnvynamxyqoifvax
304664,1469,394.42,6,ztthfnsddyuqrttjucppfvgzdjeiuenkyiaa
304665,2159,385.98,1,gebnkqswusnomkdracxeiwqxbaeykmrppxqspvmjfgnaur
304666,4042,548.74,8,bxonnfsegltmcxjmkszqdcwbdsuyuwwnni
304669,3482,48.46,6,mdjbtfibcckrasyqprklds
304670,1245,341.4,10,hdpiubcwnbebzfopjgowquo
304672,3297,370.69,9,kiwqstarshbgwowbihhnajnzvnsatveqp
304674,3884,282.8,2,lafezdsfkbsmpcicpqgvmmdsctfywzhawgjepwqcacbfs
304675,1289,299.6,2,ncgkiqbqofgptgejoyklnhe
304676,2676,550.43,5,aralksyxsziegrohialckjfpfyqocqhjytzylogjduujdoqw
