379900,4317,46.88,1,sbsjwxnaqmbcmtgcwrzcl
379901,2458,539.5,8,biqwoodvmdegxkeiefqpawhswenbmn
379902,2834,101.98,10,ffwoenopqwqxdnxnlwzeyknhsfobbbjqluvfx
379905,4846,120.03,10,zaysjtdrcghklyutqubmvkptgksrfoashxxi
379906,1108,164.69,3,jkkramkomzoykmajddccdijqtploozlgkqkfp
379907,2798,224.47,4,bcolrqphudvcawhsjuzdznxvrhqwhtw
379908,1383,441.3,7,xxbdwwguzctajmoxcekkqxwsqamzvdk
379910,1704,435.06,5,xliwmllksiqeiwbtewudlfgvazjls
379913,3226,497.51,2,xgqfzgzeaqpvxudcghhbizrqquckzyfrenh
379914,4115,411.5,10,fnsfeazwyubvqhnuzmmgjxdrzjihm
379916,913,55.94,1,txuaruwfrlnzdourvzcrcqonnygcajswz
379918,1016,341.26,3,sabrgukjhobuvfznqsclrpmdobutloyrtyqshm
379919,2326,433.62,8,whfhubynckditzjuthalvhwccehvvskuaustsd
379920,1696,219.59,5,dhygpuzefzmqjmbntefjoipbrvqxuuacqre
379921,4019,592.02,1,nlrcpnqfnhgtkxaccukfwochbmzmcnudoacnbgyixutcs
379923,3885,232.74,4,xvhrbyajkjbeisttxfeolghqwnyc
379925,1233,274.33,7,lqlpqjuqwotlqnsisxjwsojdhhafjogjoqxrkcchgxeokljyd
379927,2118,518.84,1,kltzqatfhxoqmlgqqfqxwfisjjz
379928,881,199.28,5,ufbmmsrivksxvbsvdexannsgcdnwjbdqn
379929,3371,343.73,8,qxdgjmnpkbisyrsetrgkccmscmegihj
379930,3181,152.58,3,hyhgnycmmzcnqyouuzgwliflrzmh
379934,2831,261.96,3,elprwygghoiliuvehoozjohsqihlguudmelibsobfwbbdep
379935,296,246.67,2,aufhskzviuljheurnmpqvaahvq
379936,2862,553.88,2,tgneeohachlbldhougtlknm
379937,4652,479.79,7,weimasbhzmuuepulvahgcthtn
379942,4965,374.47,6,ckyiimfibxuvddxlkibfpraitvgcwykzirgsylqqxfhyfei
379946,2752,228.81,9,yuucrsxwtmhvtlieasjwvhr
