379900,4317,46.88,1,sbsjwxnaqmbcmtgcwrzcl
379902,2834,101.98,10,ffwoenopqwqxdnxnlwzeyknhsfobbbjqluvfx
379905,4846,120.03,10,zaysjtdrcghklyutqubmvkptgksrfoashxxi
379906,1108,164.69,3,jkkramkomzoykmajddccdijqtploozlgkqkfp
379916,913,55.94,1,txuaruwfrlnzdourvzcrcqonnygcajswz
379928,881,199.28,5,ufbmmsrivksxvbsvdexannsgcdnwjbdqn
379930,3181,152.58,3,hyhgnycmmzcnqyouuzgwliflrzmh
379947,3735,195.35,1,glifwnjezksohqucajcboydivhfwcxmlremujjtwbdsg
379950,2654,89.09,5,ppipybdievvrcqawqmbrjzcqkftihhrfgjohzrssppou
379956,2960,78.94,6,guspibcdpiqncnncyoqsexanmsbczvjeolwlyuamzogpg
379961,918,51.78,7,bwlpyowsbyovdluwrkoeuy
379963,4627,18.21,8,lscyjxohypcmlfijdhuwddcpenvcfypnvozkizihryjacikj
380008,1626,77.88,2,ytkgxxjdrectwnjdcsirgahjgb
380013,2588,127.59,10,glhymiwrxpnccrwxpxtsajpg
380014,4525,116.06,8,qnzaascinsoayzqorbdyjirafmp
380020,260,46.82,2,rgtestnkgruvsubnpjvgjv
380034,3546,122.94,5,riqqmqobrtoitliiasqtxegjsnuvabvitmjctlloqpjuw
380054,4066,89.22,4,glfcdhsadyzsfczkrqgyv
380058,2174,22.98,1,ogjfncpcbocjkumtdhvlk
380071,1852,89.26,6,sjcmcuhdgvlfqkbeikgqvwhcg
380074,4610,128.4,10,egadpczyltvzyqdvycespvakfqkfxwbjpcmsaauoukvnz
380082,1365,117.85,7,nfuwzthhucpwjwichhhslebfqoqktirhs
380087,4109,60.23,5,yauvqhdfzbyqcapymqbnvwivynayimzpzqsxbzsidexudkvmaz
380090,4372,55.45,7,kdolghovebekccbjktoalxnsqyawppoegz
380094,4147,35.57,1,olfsvlbsczfzzftbebfhcezuwdybnmgygc
380095,4501,159.72,3,fpwcmblblfuahdyuexdtyioxbxmpg
380099,4218,124.31,4,deaqffpmxwngfeyhqucrfladjxwqubepfofhhhhixjhqx
380113,2490,27.08,5,pbpsjngjyyekwejewmmpxwbxbgnl
380117,3774,146.29,8,emxbzalwfzvqxtgfbbxakxszlmequdc
380122,4268,193.59,1,zwfucmhfuwofqkbvgvmzcjxjmhksl
380130,2526,54.3,3,foqirfbtufyhmdzmtcbswj
380136,1769,121.42,5,ihwgmoilkusbolnhprucrjaalijuhdlxyh
380152,4667,94.09,3,kumllrsfkbcyvybjshqnhvr
380157,1207,134.71,6,lmszuchkrwbvnduvjmnz
380160,4676,179.11,4,gnglueumtlraeksrswukgrzltkqjdxwzgejjqvgprtk
380161,2621,111.4,3,lkvyrsqhjgbfdxtwaxydfjuxxyewfnxjtqsqpowybjvlxzie
380173,670,171.66,1,nuvnrukxbqhnblppzqcforljenpwtzki
380175,920,159.28,5,pjlzsogdzhkcazbmukexrsqpcybllmcdykqi
380195,1665,62.9,7,xlqvmxoeedyfvnsnegwo
380205,3026,189.56,8,nrogxsaczstzungjayuatmoszhjasvuphalqvljaqwulfd
380209,2845,115.8,9,vzvhaimkzlxopckebyupmzmadxiisxzkttah
380210,3492,73.91,7,jxxgrwvpsfykmhyhtibjvcfzi
380211,2257,78.61,9,xpvxhenhfapdzpdcyvplngyihzqlzhvjbngkh
380213,1459,26.53,7,kxanjwrxgfzorbnxdsdzcaqvlhmevaweqb
380214,4162,65.66,10,zimdbndgkqpmmijosurvqsc
380229,2877,84.82,2,rlssuhzfhsaxediukohstslrbydwsnbjefwdqq
380236,2254,150.41,2,lkndgccfljcxclrslzcfkdy
380240,2512,189.06,6,hguihtzbliphjblhgrifkhnvzyhfszzwwif
380244,2731,88.53,10,vnujksxkvnolpfyzfbqybvenmi
380248,4170,154.48,4,capfoassnenthqwujhprqwuimux
380250,1371,65.99,4,hlihgnoqomaulzcpwyae
380256,3060,52.41,2,kfopzjtkpviungkbhtmabghnyteqmpaokyciwwa
380270,1853,178.06,9,fubglxgqsksiippkjlnjsdvchcbdvtxzysfssaeksuyc
380277,2285,60.44,10,jdihppmdtitkzuolduvfjxfhgsbdywquvbnfkqgjmfntlf
380293,940,19.74,1,lkiobsaneaqunulgktgyxxqggvpx
380305,4186,23.51,8,mchiokitmcwxrqmrfrbaumnjssknkzatwebitbe
380311,4543,191.18,5,wdosgvrefgmhtzgongxyxyrdikbqlumeqytmww
380312,4812,128.16,2,zhpufzliaellfzrexkhfncigzycgqsfkvpaccpzqjbjukn
380313,337,135.59,7,gvlwyjzmanatxmynxohacbdrqpa
380315,3047,72.36,6,jkrotrpqbyxvcrnrooxuaywztubmzhrr
380316,2222,144.86,10,gbdvwvuxcikgmjbpczeotwoqrfuoqu
380329,1111,182.99,8,zpsvbovhnfihzxbyisofadxwjxzvkioscvotpvpteuutsjd
380330,517,69.22,10,phdngsrdpmbxmmczjwzeszyeqpa
380339,3413,185.6,3,bwimprucofagrfifxzojxtggnlnqj
380348,4929,178.7,9,fryoivonpxlsnpzvyzybuxcakmagiwcpjhgyxufomrnwesuvx
380352,3747,44.96,3,sdrvvrridyirikxldysnwuhcbarpzq
380359,420,95.8,9,ddszjqpuvjzqbbghpxqkkzzwdggvugdhzyexensqih
380361,4843,166.09,9,gmvgnnidqnedvuiohgqx
380365,3365,37.07,6,sgvjifzlpimualhqsrbdbfnvzajnckxe
380374,1001,101.88,5,bilmybhnbnyswxllmcmnjwv
380375,763,186.07,9,wwzwyfjccrpqvijrnxjvpcph
380380,3227,180.01,10,zzavdcaxzeniftvcbamvfgc
380384,4929,109.24,5,wegggbncfpfwiurvbnhyhhqweuzrdzcgvxpmmalhsdi
380388,3198,146.03,5,seusljxvdqmciowhxlrodmmixpm
380393,4290,11.42,10,vizllxkmmtfvzvxxpxzuguh
380400,16,181.87,2,kkewjbqoqbbfxwoajajnk
380409,1301,145.35,3,psdlsktrqibncbupecyzfwmnybwwqhecidyro
380410,94,53.01,10,hzvereqeopmlkdaxisipzyzdarmksmaysckqln
380411,478,49.03,6,zyvjbfinbrcsjifybkrdjctomwmakjwvxlne
380417,4756,81.13,2,tteatwpvassrhzqwhwxcs
380420,2397,131.44,2,ckrkironnggotctekjcwrlvidzo
380427,3632,130.89,8,ktupufrqrmslvnlwpdwfyplhntseadgqdubh
380429,1898,146.53,4,jpgiymyvgsuqpappxaudbqosewnpwmnoaoj
380439,2269,135.52,3,qddcecurzbtbnollwfdrpbakmjgpresqkojovfkbfiaulxcf
380454,2260,58.35,9,wbdanxosqcljtbqykrlxdwadvefbpdzejgtqtybg
380457,616,144.37,4,raqeypkhyyldmyvwxfocgrpqnaoffedrlmvkiypbfz
380462,1655,102.36,4,pozlsuyfmrdhntcponsbkxcnlhvt
380466,1033,106.83,10,xgbacfxmqosybmyayrtejkbfvjz
380476,3067,184.46,9,wsmwfbhssckxqicqnramvmbwcljmqpcmusdwincbfhmkstcou
380483,4286,61.41,10,ucdbkfkjbsbtmuqdgaqorgpggmmmtivnywatvdwojcwy
380485,2741,99.45,1,jktaxzneqrddismsjhytckmboiuhhrhday
380488,408,110.78,3,mounvrimjmbwyuuhomffbtcptkuxfbfsodtugpem
380490,1547,48.45,8,wvysgdqcynvbrusgrcorleqwgvbyop
